Function,Scene,Metric,Type,Level,Run,Value
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,7,0.125561
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,7,0.139233
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,7,0.125561
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,7,0.139233
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,7,0.125561
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,8,0.143097
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,8,0.126776
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,8,0.143097
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,8,0.126776
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,8,0.143097
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,8,0.126776
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,9,0.140120
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,9,0.127058
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,9,0.140120
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,9,0.127058
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,9,0.140120
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L2,9,0.127058
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,10,0.092451
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,10,0.065519
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,10,0.092451
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,10,0.065519
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,10,0.092451
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,10,0.065519
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,11,0.081319
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,11,0.064476
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,11,0.081319
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,11,0.064476
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,11,0.081319
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,11,0.064476
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,12,0.076320
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,12,0.065378
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,12,0.076320
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,12,0.065378
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,12,0.076320
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,12,0.065378
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,13,0.078910
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,13,0.072273
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,13,0.078910
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,13,0.072273
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,13,0.078910
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,13,0.072273
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,14,0.084623
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,14,0.065849
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,14,0.084623
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,14,0.065849
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,14,0.084623
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,14,0.065849
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,15,0.082339
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,15,0.069107
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,15,0.082339
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,15,0.069107
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,15,0.082339
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,15,0.069107
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,16,0.083401
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,16,0.068763
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,16,0.083401
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,16,0.068763
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,16,0.083401
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,16,0.068763
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,17,0.094939
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,17,0.069667
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,17,0.094939
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,17,0.069667
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,17,0.094939
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,17,0.069667
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,18,0.078741
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,18,0.075858
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,18,0.078741
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,18,0.075858
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,18,0.078741
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,18,0.075858
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,19,0.081765
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,19,0.068185
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,19,0.081765
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,19,0.068185
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,19,0.081765
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,19,0.068185
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,1,0.079881
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,1,0.063028
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,1,0.079881
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,1,0.063028
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,1,0.079881
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,1,0.063028
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,20,0.103626
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,20,0.076554
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,20,0.103626
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,20,0.076554
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,20,0.103626
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,20,0.076554
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,21,0.087918
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,21,0.073422
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,21,0.087918
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,21,0.073422
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,21,0.087918
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,21,0.073422
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,22,0.079803
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,22,0.063544
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,22,0.079803
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,22,0.063544
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,22,0.079803
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,22,0.063544
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,23,0.084674
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,23,0.065384
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,23,0.084674
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,23,0.065384
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,23,0.084674
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,23,0.065384
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,24,0.077752
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,24,0.071707
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,24,0.077752
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,24,0.071707
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,24,0.077752
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,24,0.071707
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,25,0.084976
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,25,0.071218
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,25,0.084976
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,25,0.071218
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,25,0.084976
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,25,0.071218
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,26,0.084011
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,26,0.073697
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,26,0.084011
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,26,0.073697
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,26,0.084011
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,26,0.073697
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,27,0.084387
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,27,0.072622
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,27,0.084387
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,27,0.072622
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,27,0.084387
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,27,0.072622
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,28,0.080988
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,28,0.073045
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,28,0.080988
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,28,0.073045
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,28,0.080988
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,28,0.073045
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,29,0.085800
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,29,0.067316
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,29,0.085800
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,29,0.067316
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,29,0.085800
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,29,0.067316
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,2,0.078606
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,2,0.071189
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,2,0.078606
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,2,0.071189
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,2,0.078606
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,2,0.071189
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,30,0.082817
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,30,0.072062
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,30,0.082817
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,30,0.072062
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,30,0.082817
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,30,0.072062
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,3,0.083463
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,3,0.063834
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,3,0.083463
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,3,0.063834
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,3,0.083463
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,3,0.063834
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,4,0.077485
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,4,0.066838
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,4,0.077485
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,4,0.066838
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,4,0.077485
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,4,0.066838
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,5,0.089473
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,5,0.076695
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,5,0.089473
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,5,0.076695
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,5,0.089473
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,5,0.076695
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,6,0.088597
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,6,0.069673
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,6,0.088597
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,6,0.069673
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,6,0.088597
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,6,0.069673
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,7,0.077517
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,7,0.067987
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,7,0.077517
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,7,0.067987
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,7,0.077517
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,7,0.067987
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,8,0.082143
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,8,0.073833
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,8,0.082143
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,8,0.073833
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,8,0.082143
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,8,0.073833
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,9,0.076923
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,9,0.070454
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,9,0.076923
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,9,0.070454
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,9,0.076923
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,L3,9,0.070454
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,10,0.039130
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,10,0.053087
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,10,0.039130
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,10,0.053087
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,10,0.039130
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,10,0.053087
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,11,0.030233
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,11,0.054910
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,11,0.030233
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,11,0.054910
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,11,0.030233
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,11,0.054910
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,12,0.030904
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,12,0.057329
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,12,0.030904
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,12,0.057329
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,12,0.030904
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,12,0.057329
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,13,0.027064
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,13,0.054290
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,13,0.027064
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,13,0.054290
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,13,0.027064
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,13,0.054290
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,14,0.035308
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,14,0.051252
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,14,0.035308
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,14,0.051252
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,14,0.035308
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,14,0.051252
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,15,0.030828
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,15,0.051586
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,15,0.030828
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,15,0.051586
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,15,0.030828
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,15,0.051586
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,16,0.032452
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,16,0.050224
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,16,0.032452
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,16,0.050224
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,16,0.032452
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,16,0.050224
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,17,0.035465
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,17,0.054419
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,17,0.035465
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,17,0.054419
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,17,0.035465
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,17,0.054419
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,18,0.029053
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,18,0.051428
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,18,0.029053
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,18,0.051428
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,18,0.029053
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,18,0.051428
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,19,0.033995
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,19,0.051534
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,19,0.033995
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,19,0.051534
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,19,0.033995
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,19,0.051534
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,1,0.033483
